species_name,t_number,code,genome_link
Cupriavidus_necator_NH9,T05121,cuh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/925/GCA_002011925.2_ASM201192v2
Cupriavidus_pinatubonensis_JMP134,T00268,reu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/875/GCA_000203875.1_ASM20387v1
Cupriavidus_metallidurans,T00351,rme,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/015/GCA_000196015.1_ASM19601v1
Cupriavidus_taiwanensis,T00702,cti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/785/GCA_000069785.1_ASM6978v1
Cupriavidus_basilensis,T03642,cbw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/305/GCA_000832305.1_ASM83230v1
Cupriavidus_gilardii,T04050,cgd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/465/GCA_001281465.1_ASM128146v1
Cupriavidus_sp._USMAHM13,T04762,ccup,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/285/GCA_001854285.1_ASM185428v1
Cupriavidus_malaysiensis,T04978,cup,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/325/GCA_001854325.1_ASM185432v1
Cupriavidus_sp._USMAA2-4,T05072,cuu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/305/GCA_001854305.1_ASM185430v1
Cupriavidus_pauculus,T05738,cpau,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/854/935/GCA_003854935.1_ASM385493v1
Cupriavidus_oxalaticus,T06004,cox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/768/545/GCA_004768545.1_ASM476854v1
Cupriavidus_campinensis,T08350,ccam,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/547/405/GCA_023547405.1_ASM2354740v1
Cupriavidus_cauae,T08639,ccax,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/210/475/GCA_026210475.1_ASM2621047v1
Cupriavidus_sp._KK10,T08941,cuk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/223/725/GCA_018223725.1_ASM1822372v1
Burkholderia_mallei_ATCC_23344,T00204,bma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/705/GCA_000011705.1_ASM1170v1
Burkholderia_mallei_SAVP1,T00457,bmv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/465/GCA_000015465.1_ASM1546v1
Burkholderia_mallei_NCTC_10229,T00471,bml,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/605/GCA_000015605.1_ASM1560v1
Burkholderia_mallei_NCTC_10247,T00479,bmn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/625/GCA_000015625.1_ASM1562v1
Burkholderia_mallei_23344,T03323,bmal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/865/GCA_000755865.1_ASM75586v1
Burkholderia_mallei_6,T03489,bmae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/845/GCA_000755845.1_ASM75584v1
Burkholderia_mallei_BMQ,T03490,bmaq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/885/GCA_000755885.1_ASM75588v1
Burkholderia_mallei_2000031063,T03522,bmai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/025/GCA_000756025.2_ASM75602v2
Burkholderia_mallei_FMH_23344,T03523,bmaf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/785/GCA_000755785.1_ASM75578v1
Burkholderia_mallei_NCTC_10247,T03524,bmaz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/762/285/GCA_000762285.1_ASM76228v1
Burkholderia_mallei_2002734299,T03872,bmab,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/165/GCA_000959165.1_ASM95916v1
Burkholderia_pseudomallei_K96243,T00203,bps,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/545/GCA_000011545.1_ASM1154v1
Burkholderia_pseudomallei_1710b,T00289,bpm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/785/GCA_000012785.1_ASM1278v1
Burkholderia_pseudomallei_1106a,T00480,bpl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/925/GCA_000015925.1_ASM1592v1
Burkholderia_pseudomallei_668,T00481,bpd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/905/GCA_000015905.1_ASM1590v1
Burkholderia_pseudomallei_MSHR346,T00894,bpr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/585/GCA_000182585.2_ASM18258v2
Burkholderia_pseudomallei_MSHR305,T02756,bpse,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/695/GCA_000439695.1_ASM43969v1
Burkholderia_pseudomallei_MSHR511,T03012,bpsm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/895/GCA_000520895.1_ASM52089v1
Burkholderia_pseudomallei_MSHR146,T03024,bpsu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/645/GCA_000521645.1_ASM52164v1
Burkholderia_pseudomallei_MSHR520,T03163,bpsd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/835/GCA_000583835.1_ASM58383v1
Burkholderia_pseudomallei_1026b,T02049,bpz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/515/GCA_000260515.1_ASM26051v1
Burkholderia_pseudomallei_BPC006,T02301,bpq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/635/GCA_000294635.1_ASM29463v1
Burkholderia_pseudomallei_NCTC_13179,T02894,bpk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/855/GCA_000494855.1_ASM49485v1
Burkholderia_pseudomallei_HBPUB10134a,T03422,bpsh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/925/GCA_000755925.1_ASM75592v1
Burkholderia_pseudomallei_NAU35A-3,T03476,bpsa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/575/GCA_000764575.1_ASM76457v1
Burkholderia_pseudomallei_A79A,T03498,bpso,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/535/GCA_000770535.1_ASM77053v1
Burkholderia_pseudomallei_TSV202,T03428,but,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/565/GCA_000770565.1_ASM77056v1
Burkholderia_thailandensis_E264,T00311,bte,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/365/GCA_000012365.1_ASM1236v1
Burkholderia_thailandensis_2002721723,T03111,btq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/925/GCA_000567925.1_ASM56792v1
Burkholderia_thailandensis_E444,T03112,btj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/945/GCA_000567945.1_ASM56794v1
Burkholderia_thailandensis_H0587,T03113,btz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/905/GCA_000567905.1_ASM56790v1
Burkholderia_thailandensis_MSMB121,T02644,btd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/525/GCA_000385525.1_ASM38552v1
Burkholderia_thailandensis_MSMB59,T03416,btv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/595/GCA_000764595.1_ASM76459v1
Burkholderia_thailandensis_E254,T03380,bthe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/375/GCA_000765375.1_ASM76537v1
Burkholderia_thailandensis_USAMRU_Malaysia_#20,T03391,bthm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/745/GCA_000706745.1_ASM70674v1
Burkholderia_thailandensis_2003015869,T03763,btha,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/035/GCA_000808035.2_ASM80803v2
Burkholderia_thailandensis_2002721643,T03882,bthl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/425/GCA_000959425.1_ASM95942v1
Burkholderia_oklahomensis_E0147,T03284,bok,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/985/GCA_000755985.1_ASM75598v1
Burkholderia_oklahomensis_C6786,T03861,boc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/365/GCA_000959365.1_ASM95936v1
Burkholderia_mayonis,T06044,buu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/523/745/GCA_001523745.2_ASM152374v2
Burkholderia_savannae,T07932,bsav,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/524/625/GCA_001524625.2_ASM152462v2
Burkholderia_humptydooensis,T08266,bhg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/027/455/GCA_016027455.1_ASM1602745v1
Burkholderia_vietnamiensis_G4,T00493,bvi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/205/GCA_000016205.1_ASM1620v1
Burkholderia_vietnamiensis_LMG_10929,T03893,bve,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/445/GCA_000959445.1_ASM95944v1
Burkholderia_lata,T00286,bur,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/945/GCA_000012945.1_ASM1294v1
Burkholderia_orbicola,T00669,bcm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/505/GCA_000019505.1_ASM1950v1
Burkholderia_cenocepacia_HI2424,T00415,bch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/955/GCA_000203955.1_ASM20395v1
Burkholderia_cenocepacia_J2315,T00771,bcj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/485/GCA_000009485.1_ASM948v1
Burkholderia_cenocepacia_DDS_22E-1,T03308,bcen,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/725/GCA_000755725.1_ASM75572v1
Burkholderia_cenocepacia_DWS_37E-2,T03488,bcew,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/955/GCA_000764955.1_ASM76495v1
Burkholderia_cenocepacia_H111,T03804,bceo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/215/GCA_000236215.4_ASM23621v4
Burkholderia_ambifaria_AMMD,T00398,bam,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/915/GCA_000203915.1_ASM20391v1
Burkholderia_ambifaria_MC40-6,T00684,bac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/925/GCA_000019925.1_ASM1992v1
Burkholderia_multivorans_ATCC_17616_(Tohoku),T00740,bmj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/545/GCA_000010545.1_ASM1054v1
Burkholderia_multivorans_ATCC_17616_(JGI),T00624,bmu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/505/GCA_000018505.1_ASM1850v1
Burkholderia_multivorans_DDS_15A-1,T03292,bmk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/005/GCA_000756005.1_ASM75600v1
Burkholderia_multivorans_ATCC_BAA-247,T03881,bmul,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/525/GCA_000959525.1_ASM95952v1
Burkholderia_cepacia_GG4,T02205,bct,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/915/GCA_000292915.1_ASM29291v1
Burkholderia_cepacia_DDS_7H-2,T03302,bced,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/805/GCA_000755805.1_ASM75580v1
Burkholderia_cepacia_ATCC_25416,T04772,bcep,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/495/GCA_001411495.1_ASM141149v1
Burkholderia_dolosa,T03793,bdl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/505/GCA_000959505.1_ASM95950v1
Burkholderia_pyrrocinia,T03962,bpyr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/665/GCA_001028665.1_ASM102866v1
Burkholderia_contaminans,T03969,bcon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/145/GCA_001029145.1_ASM102914v1
Burkholderia_ubonensis,T03794,bub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/245/GCA_000959245.1_ASM95924v1
Burkholderia_diffusa,T04698,bdf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/315/GCA_001718315.1_ASM171831v1
Burkholderia_latens,T04819,blat,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/795/GCA_001718795.1_ASM171879v1
Burkholderia_territorii,T04843,btei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/335/GCA_001718335.1_ASM171833v1
Burkholderia_seminalis,T04851,bsem,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/535/GCA_001718535.1_ASM171853v1
Burkholderia_pseudomultivorans,T04870,bpsl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/415/GCA_001718415.1_ASM171841v1
Burkholderia_metallica,T04871,bmec,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/555/GCA_001718555.1_ASM171855v1
Burkholderia_stagnalis,T04885,bstg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/955/GCA_001718955.1_ASM171895v1
Burkholderia_stabilis,T04946,bstl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/165/GCA_001742165.1_ASM174216v1
Burkholderia_anthina,T07672,bann,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/458/805/GCA_016458805.1_ASM1645880v1
Burkholderia_arboris,T08608,bari,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/381/035/GCA_024381035.1_ASM2438103v1
Burkholderia_glumae_BGR1,T00905,bgl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/645/GCA_000022645.2_ASM2264v1
Burkholderia_glumae_LMG_2196_=_ATCC_33617,T03820,bgu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/995/GCA_000960995.1_ASM96099v1
Burkholderia_sp._CCGE1001,T01424,bug,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/935/GCA_000176935.2_ASM17693v2
Burkholderia_sp._CCGE1003,T01314,bgf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/685/GCA_000148685.1_ASM14868v1
Burkholderia_gladioli_BSR3,T01464,bgd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/745/GCA_000194745.1_ASM19474v1
Burkholderia_gladioli_ATCC_10248,T03826,bgo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/725/GCA_000959725.1_ASM95972v1
Burkholderia_sp._YI23,T01711,byi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/065/GCA_000236065.1_ASM23606v1
Burkholderia_sp._KJ006,T02110,buk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/695/GCA_000262695.1_ASM26269v1
Burkholderia_sp._RPE67,T03604,bue,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/875/GCA_000828875.1_ASM82887v1
Burkholderia_sp._2002721687,T03759,bul,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/325/GCA_000959325.1_ASM95932v1
Burkholderia_sp._HB1,T04094,buq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/045/GCA_001293045.1_ASM129304v1
Burkholderia_plantarii_PG1,T03632,bgp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/205/GCA_000835205.1_ASM83520v1
Burkholderia_plantarii_ATCC_43733,T04139,bpla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/805/GCA_001411805.1_ASM141180v1
Burkholderia_sp._Bp5365,T04266,bud,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/745/GCA_001513745.1_ASM151374v1
Burkholderia_sp._PAMC_26561,T05481,bum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/557/535/GCA_001557535.2_ASM155753v2
Burkholderia_sp._PAMC_28687,T05699,bui,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/465/GCA_001577465.1_ASM157746v1
Burkholderia_sp._JP2-270,T07766,burk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/233/675/GCA_003233675.1_ASM323367v1
Paraburkholderia_xenovorans_LB400,T00340,bxe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/645/GCA_000013645.1_ASM1364v1
Paraburkholderia_xenovorans_LB400,T03290,bxb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/045/GCA_000756045.1_ASM75604v1
Paraburkholderia_phymatum,T00704,bph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/045/GCA_000020045.1_ASM2004v1
Paraburkholderia_atlantica_CCGE1002,T01217,bge,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/885/GCA_000092885.1_ASM9288v1
Paraburkholderia_phenoliruptrix,T02300,bpx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/095/GCA_000300095.1_ASM30009v1
Paraburkholderia_phytofirmans_PsJN,T00765,bpy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/125/GCA_000020125.1_ASM2012v1
Paraburkholderia_phytofirmans_OLGA172,T05111,buz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/365/GCA_001634365.1_ASM163436v1
Paraburkholderia_fungorum,T03799,bfn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/515/GCA_000961515.1_ASM96151v1
Paraburkholderia_caribensis,T04141,bcai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/545/GCA_000522545.2_ASM52254v2
Paraburkholderia_sprentiae,T04610,pspw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/575/GCA_001865575.2_ASM186557v2
Paraburkholderia_sp._SOS3,T04966,para,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/345/GCA_001922345.1_ASM192234v1
Paraburkholderia_aromaticivorans,T05169,parb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/075/GCA_002278075.1_ASM227807v1
Paraburkholderia_hospita,T05305,phs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/965/GCA_002902965.1_ASM290296v1
Paraburkholderia_terrae,T05318,pter,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/925/GCA_002902925.1_ASM290292v1
Paraburkholderia_graminis,T05548,pgp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/330/785/GCA_003330785.1_ASM333078v1
Paraburkholderia_caledonica,T05740,pcj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/330/745/GCA_003330745.1_ASM333074v1
Paraburkholderia_terricola,T05812,pts,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/330/825/GCA_003330825.1_ASM333082v1
Paraburkholderia_caffeinilytica,T06448,pcaf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/368/325/GCA_003368325.1_ASM336832v1
Paraburkholderia_megapolitana,T06515,pmeg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/556/815/GCA_007556815.1_ASM755681v1
Paraburkholderia_tropica,T07044,ptro,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/171/495/GCA_014171495.1_ASM1417149v1
Paraburkholderia_ginsengisoli,T07246,pgis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/128/195/GCA_016128195.1_ASM1612819v1
Paraburkholderia_acidiphila,T07262,pacp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/789/655/GCA_009789655.1_ASM978965v1
Paraburkholderia_acidisoli,T07287,pacs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/789/675/GCA_009789675.1_ASM978967v1
Paraburkholderia_edwinii,T07588,pew,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/428/685/GCA_019428685.1_ASM1942868v1
Paraburkholderia_dioscoreae,T08115,pdio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/459/535/GCA_902459535.1_Paraburkholderia_sp_Msb3
Paraburkholderia_bryophila,T08797,pbry,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/473/685/GCA_028473685.1_ASM2847368v1
Paraburkholderia_sabiae,T09203,psaa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/412/785/GCA_030412785.1_ASM3041278v1
Mycetohabitans_rhizoxinica,T01355,brh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/198/775/GCA_000198775.1_ASM19877v1
Polynucleobacter_asymbioticus,T00502,pnu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/345/GCA_000016345.1_ASM1634v1
Polynucleobacter_necessarius,T00683,pne,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/745/GCA_000019745.1_ASM1974v1
Polynucleobacter_duraquae,T04207,pdq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/625/GCA_000973625.1_ASM97362v1
Polynucleobacter_paneuropaeus,T05507,poh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/295/GCA_003261295.1_ASM326129v1
Polynucleobacter_tropicus,T08318,ptrp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/307/225/GCA_013307225.1_ASM1330722v1
Polynucleobacter_antarcticus,T08332,pani,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/307/245/GCA_013307245.1_ASM1330724v1
Polynucleobacter_paludilacus,T08333,ppal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/687/595/GCA_018687595.1_ASM1868759v1
Polynucleobacter_corsicus,T08334,pcos,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/688/255/GCA_018688255.1_ASM1868825v1
Polynucleobacter_yangtzensis,T08788,pyt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/924/165/GCA_027924165.1_ASM2792416v1
Pandoraea_pnomenusa_3kgm,T02936,ppk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/495/GCA_000590495.2_ASM59049v2
Pandoraea_pnomenusa_RB38,T03067,ppno,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/065/GCA_000604065.3_ASM60406v3
Pandoraea_pnomenusa_DSM_16536,T03411,ppnm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/615/GCA_000767615.3_ASM76761v3
Pandoraea_pnomenusa,T02950,prb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/585/GCA_000504585.2_ASM50458v2
Pandoraea_pulmonicola,T03553,ppul,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/105/GCA_000815105.1_ASM81510v1
Pandoraea_sputorum,T03554,pspu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/845/GCA_000814845.2_ASM81484v2
Pandoraea_apista,T03588,papi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/965/GCA_000826965.4_ASM82696v4
Pandoraea_vervacti,T03688,pve,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/605/GCA_000934605.2_ASM93460v2
Pandoraea_oxalativorans,T03840,pox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/785/GCA_000972785.3_ASM97278v3
Pandoraea_thiooxydans,T03947,ptx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/017/775/GCA_001017775.3_ASM101777v3
Pandoraea_faecigallinarum,T03972,pfg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/105/GCA_001029105.3_ASM102910v3
Pandoraea_norimbergensis,T04226,pnr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/545/GCA_001465545.3_ASM146554v3
Pandoraea_sp._XY-2,T06086,pand,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/193/915/GCA_004193915.1_ASM419391v1
Pandoraea_fibrosis,T06385,pfib,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/775/GCA_000807775.2_ASM80777v2
Pandoraea_commovens,T08365,pcom,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/704/525/GCA_024704525.1_ASM2470452v1
Paucimonas_lemoignei,T05492,plg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/325/GCA_900475325.1_43222_E01
Ephemeroptericola_cinctiostellae,T05560,hyf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/525/GCA_003339525.1_ASM333952v1
Lautropia_mirabilis,T05799,lmir,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/555/GCA_900637555.1_51726_E01
Mycoavidus_cysteinexigens,T05801,mcys,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/915/GCA_003966915.1_ASM396691v1
Caballeronia_sp._SBC2,T06459,caba,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/039/955/GCA_011039955.1_ASM1103995v1
Caballeronia_insecticola,T02684,buo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/035/GCA_000402035.1_ASM40203v1
Limnobacter_sp._SAORIC-580,T06583,limn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/004/065/GCA_013004065.1_ASM1300406v1
Chitinimonas_arctica,T06695,cari,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/431/345/GCA_007431345.1_ASM743134v1
Chitinimonas_koreensis,T08620,cks,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/353/015/GCA_014353015.1_ASM1435301v1
Candidatus_Vallotia_tarda,T07343,vtr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/593/725/GCA_910593725.1_Mv_alt_compl
Candidatus_Vallotia_lariciata,T07905,vla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/541/325/GCA_020541325.1_ASM2054132v1
Candidatus_Vallotia_cooleyia,T07928,vcv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/541/305/GCA_020541305.1_ASM2054130v1
Bordetella_pertussis_Tohama_I,T00139,bpe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/715/GCA_000195715.1_ASM19571v1
Bordetella_pertussis_CS,T01846,bpc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/975/GCA_000212975.1_ASM21297v1
Bordetella_pertussis_18323,T02296,bper,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/945/GCA_000306945.1_ASM30694v1
Bordetella_pertussis_B1917,T03638,bpet,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/595/GCA_000193595.3_ASM19359v3
Bordetella_pertussis_137,T03754,bpeu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/165/GCA_000812165.1_ASM81216v1
Bordetella_parapertussis_Bpp5,T02297,bpar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/935/GCF_000317935.1_ASM31793v1
Bordetella_parapertussis_12822,T00140,bpa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/695/GCA_000195695.1_ASM19569v1
